"timestamp_jst","USDJPY","USDJPY_date","USDJPY_missing","BTC","BTC_date","BTC_missing","Gold","Gold_date","Gold_missing","US10Y","US10Y_date","US10Y_missing","Oil","Oil_date","Oil_missing","VIX","VIX_date","VIX_missing"
"2026-01-15 17:28:14","0.0","","1","0.0","","1","0.0","","1","0.0","","1","0.0","","1","0.0","","1"
