"run_id","timestamp_jst","attempt","symbols","ok_count","fail_count","fail_reason","planned_sleep_sec"
"20260130_073026Z_920683","2026-01-30 16:30:27","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_095722Z_270582","2026-01-30 18:57:24","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_114057Z_951309","2026-01-30 20:40:58","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_140617Z_163241","2026-01-30 23:06:18","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_155626Z_749631","2026-01-31 00:56:26","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_175438Z_618178","2026-01-31 02:54:39","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_194721Z_646453","2026-01-31 04:47:22","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_210036Z_646215","2026-01-31 06:00:37","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_215232Z_313094","2026-01-31 06:52:33","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_225822Z_923863","2026-01-31 07:58:23","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260130_235320Z_595630","2026-01-31 08:53:21","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_044948Z_504017","2026-01-31 13:49:50","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_060438Z_826205","2026-01-31 15:04:39","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_074335Z_208990","2026-01-31 16:43:37","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_075931Z_848370","2026-01-31 16:59:32","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_090017Z_510970","2026-01-31 18:00:17","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_095414Z_973399","2026-01-31 18:54:15","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_105453Z_843889","2026-01-31 19:54:54","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_114020Z_706870","2026-01-31 20:40:21","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_115609Z_108286","2026-01-31 20:56:10","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_135350Z_412412","2026-01-31 22:53:50","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_145444Z_622157","2026-01-31 23:54:46","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_154857Z_865585","2026-02-01 00:48:59","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_165857Z_849259","2026-02-01 01:58:58","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_175228Z_241257","2026-02-01 02:52:29","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_190107Z_861470","2026-02-01 04:01:08","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_194347Z_967391","2026-02-01 04:43:49","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_195607Z_377128","2026-02-01 04:56:08","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_205220Z_503745","2026-02-01 05:52:22","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_214249Z_880703","2026-02-01 06:42:52","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_215723Z_322471","2026-02-01 06:57:24","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_225335Z_212110","2026-02-01 07:53:35","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_234510Z_874722","2026-02-01 08:45:11","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260131_235930Z_919445","2026-02-01 08:59:32","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260201_051757Z_983806","2026-02-01 14:17:58","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
"20260201_072832Z_576766","2026-02-01 16:28:32","1","JPY=X BTC-USD GC=F ^TNX CL=F ^VIX","6","0","","0.0"
